scorer,Hit,Hit,Hit,Hit,Hit,Hit,Hit,Hit,Hit,Hit,Hit,Hit
bodyparts,leftshoulder,leftshoulder,leftelbow,leftelbow,leftwrist,leftwrist,rightshoulder,rightshoulder,rightelbow,rightelbow,rightwrist,rightwrist
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/sub1_5m/img0000.png,408.25286916602903,97.71487097447311,449.38523335883707,115.47657369409472,469.95141545524103,129.49897057800655,282.05129721082284,95.8452180566182,229.70101551088544,119.21587952980457,180.15521318773045,141.65171454406345
labeled-data/sub1_5m/img0001.png,411.9921750017389,80.88799471377894,451.25488627669193,106.12830910482018,468.08176253738606,117.34622661194965,281.1164707518954,84.62730054948878,229.70101551088544,112.67209431731237,180.15521318773045,126.6944912012242
labeled-data/sub1_5m/img0002.png,410.122522083884,75.27903596021423,455.9290185713292,95.8452180566182,471.8210683730959,112.67209431731237,289.52990888224247,78.08351533699658,232.50549488766785,107.06313556374766,182.9596925645128,122.02035890658692
labeled-data/sub1_5m/img0003.png,410.122522083884,70.60490366557696,450.3200598177645,87.43177992627113,468.08176253738606,110.80244139945745,292.3343882590248,76.21386241914166,232.50549488766785,96.78004451554563,178.28556026987553,107.9979620226751
labeled-data/sub1_5m/img0004.png,411.05734854281144,60.32181261737492,451.25488627669193,84.62730054948878,469.0165889963135,104.25865618696531,277.37716491618556,68.73525074772203,230.63584196981293,93.04073867983584,180.15521318773045,113.6069207762398
labeled-data/sub1_5m/img0005.png,408.25286916602903,65.93077137093962,449.38523335883707,81.82282117270637,459.66832440703905,99.58452389232804,283.92095012867776,64.99594491201219,230.63584196981293,88.36660638519857,169.87212213952847,110.80244139945745
labeled-data/sub1_5m/img0006.png,407.3180427071016,71.53973012450439,448.4504068999095,84.62730054948878,462.47280378382135,107.06313556374766,288.59508242331503,71.53973012450439,229.70101551088544,93.97556513876327,182.02486610558532,113.6069207762398
labeled-data/sub1_5m/img0007.png,405.44838978924673,69.67007720664947,446.58075398205466,95.8452180566182,456.86384503025664,118.28105307087708,274.5726855394032,74.34420950128674,222.2224038394658,94.91039159769076,177.3507338109481,123.89001182444184
labeled-data/sub1_5m/img0008.png,403.57873687139175,77.1486888780691,445.6459275231272,111.73726785838494,455.9290185713292,132.3034499547889,271.76820616262086,81.82282117270637,227.83136259303058,99.58452389232804,184.82934548236773,123.89001182444184
labeled-data/sub1_5m/img0009.png,399.83943103568197,96.78004451554563,440.0369687695625,121.08553244765943,446.58075398205466,157.54376434583014,281.1164707518954,93.04073867983584,229.70101551088544,110.80244139945745,186.6989984002226,129.49897057800655
labeled-data/sub1_5m/img0010.png,396.1001251999722,99.58452389232804,447.5155804409821,126.6944912012242,454.05936565347423,170.63133477081453,282.9861236697503,97.71487097447311,227.83136259303058,112.67209431731237,187.63382485915008,135.10792933157126
labeled-data/sub1_5m/img0011.png,399.83943103568197,109.86761494053002,440.0369687695625,135.10792933157126,456.86384503025664,173.4358141475969,282.05129721082284,105.19348264589274,231.57066842874036,126.6944912012242,185.76417194129516,143.52136746191837
labeled-data/sub1_5m/img0012.png,393.29564582318983,118.28105307087708,445.6459275231272,137.9124087083536,449.38523335883707,174.37064060652432,278.31199137511305,115.47657369409472,229.70101551088544,131.36862349586147,189.50347777700495,146.32584683870073
labeled-data/sub1_5m/img0013.png,391.4259929053349,124.82483828336927,441.9066216874174,147.26067329762816,441.9066216874174,196.8064756207832,280.181644292968,123.89001182444184,228.766189051958,137.9124087083536,202.59104820198934,147.26067329762816
labeled-data/sub1_5m/img0014.png,397.0349516588996,127.62931766015163,433.49318355707027,155.67411142797522,428.819051262433,206.15474021005775,280.181644292968,129.49897057800655,234.37514780552272,143.52136746191837,191.37313069485987,161.28307018153998
labeled-data/sub1_5m/img0015.png,384.8822076928427,131.36862349586147,423.2100925088683,169.69650831188704,426.9493983445781,208.9592195868401,281.1164707518954,124.82483828336927,230.63584196981293,150.999979133338,205.3955275787717,160.3482437226125
labeled-data/sub1_5m/img0016.png,383.01255477498785,136.0427557904987,423.2100925088683,166.8920289351047,413.86182791959374,204.28508729220283,273.6378590804758,130.43379703693398,230.63584196981293,152.86963205119287,203.52587466091677,164.08754955832234
labeled-data/sub1_5m/img0017.png,383.01255477498785,137.9124087083536,419.47078667315856,173.4358141475969,414.7966543785213,206.15474021005775,277.37716491618556,132.3034499547889,231.57066842874036,158.47859080475763,201.65622174306185,158.47859080475763
labeled-data/sub1_5m/img0018.png,383.01255477498785,128.56414411907906,426.0145718856507,171.56616122974197,409.1876956249566,207.08956666898519,272.70303262154835,140.71688808513596,234.37514780552272,159.41341726368506,196.98208944842457,164.08754955832234
labeled-data/sub1_5m/img0019.png,376.46876956249565,127.62931766015163,426.0145718856507,164.08754955832234,413.86182791959374,202.41543437434797,278.31199137511305,127.62931766015163,239.04928010016,165.02237601724977,208.20000695555404,170.63133477081453
labeled-data/sub1_5m/img0020.png,380.20807539820544,130.43379703693398,417.6011337553036,163.1527230993949,416.66630729637615,207.08956666898519,274.5726855394032,135.10792933157126,233.44032134659528,164.08754955832234,207.26518049662656,181.84925227794395
labeled-data/sub1_5m/img0021.png,376.46876956249565,128.56414411907906,419.47078667315856,162.21789664046742,413.86182791959374,212.69852542254995,270.8333797036934,133.23827641371633,228.766189051958,169.69650831188704,206.33035403769912,189.32786394936358
labeled-data/sub1_5m/img0022.png,374.59911664464073,131.36862349586147,414.7966543785213,164.08754955832234,419.47078667315856,208.02439312791267,269.89855324476594,133.23827641371633,225.02688321624822,172.5009876886694,201.65622174306185,189.32786394936358
labeled-data/sub1_5m/img0023.png,378.3384224803506,137.9124087083536,415.7314808374487,165.02237601724977,414.7966543785213,208.02439312791267,268.9637267858385,132.3034499547889,219.41792446268346,160.3482437226125,195.1124365305697,187.45821103150865
labeled-data/sub1_5m/img0024.png,369.92498435000346,132.3034499547889,421.3404395910134,163.1527230993949,420.405613132086,205.21991375113032,266.15924740905615,120.150705988732,221.28757738053838,162.21789664046742,188.5686513180775,178.10994644223416
labeled-data/sub1_5m/img0025.png,372.7294637267858,126.6944912012242,416.66630729637615,165.02237601724977,417.6011337553036,212.69852542254995,259.61546219656395,123.89001182444184,222.2224038394658,156.6089378869027,194.17761007164222,175.30546706545175
labeled-data/sub1_5m/img0026.png,374.59911664464073,125.7596647422967,411.9921750017389,165.95720247617726,414.7966543785213,205.21991375113032,256.8109828197816,121.08553244765943,216.6134450859011,155.67411142797522,192.3079571537873,182.78407873687144
labeled-data/sub1_5m/img0027.png,373.6642901857133,118.28105307087708,417.6011337553036,162.21789664046742,419.47078667315856,203.3502608332754,258.6806357376365,116.41140015302216,216.6134450859011,161.28307018153998,191.37313069485987,194.00199624400085
labeled-data/sub1_5m/img0028.png,369.92498435000346,127.62931766015163,414.7966543785213,158.47859080475763,425.07974542672326,206.15474021005775,258.6806357376365,122.02035890658692,213.80896570911875,165.02237601724977,183.89451902344024,187.45821103150865
labeled-data/sub1_5m/img0029.png,372.7294637267858,126.6944912012242,421.3404395910134,163.1527230993949,420.405613132086,213.63335188147738,254.00650344299925,128.56414411907906,213.80896570911875,171.56616122974197,190.43830423593243,196.8064756207832
labeled-data/sub1_5m/img0030.png,375.5339431035682,130.43379703693398,411.05734854281144,170.63133477081453,424.14491896779583,212.69852542254995,256.8109828197816,133.23827641371633,219.41792446268346,171.56616122974197,203.52587466091677,206.15474021005775
labeled-data/sub1_5m/img0031.png,373.6642901857133,133.23827641371633,415.7314808374487,169.69650831188704,425.07974542672326,208.02439312791267,257.7458092787091,136.97758224942618,224.09205675732073,178.10994644223416,208.20000695555404,206.15474021005775
labeled-data/sub1_5m/img0032.png,377.4035960214231,133.23827641371633,416.66630729637615,162.21789664046742,419.47078667315856,211.76369896362246,264.2895944912012,133.23827641371633,218.48309800375603,169.69650831188704,211.0044863323364,208.9592195868401
labeled-data/sub1_5m/img0033.png,381.1429018571329,127.62931766015163,420.405613132086,170.63133477081453,421.3404395910134,219.2423106350421,262.4199415733463,134.17310287264382,218.48309800375603,174.37064060652432,213.80896570911875,208.9592195868401
labeled-data/sub1_5m/img0034.png,377.4035960214231,136.97758224942618,415.7314808374487,166.8920289351047,418.535960214231,216.43783125825973,254.94132990192668,138.8472351672811,225.02688321624822,182.78407873687144,211.93931279126383,213.63335188147738
labeled-data/sub1_5m/img0035.png,375.5339431035682,130.43379703693398,423.2100925088683,168.7616818529596,423.2100925088683,210.82887250469503,260.55028865549144,133.23827641371633,225.02688321624822,181.84925227794395,215.67861862697367,213.63335188147738
labeled-data/sub1_5m/img0036.png,373.6642901857133,136.97758224942618,426.0145718856507,162.21789664046742,428.819051262433,210.82887250469503,265.2244209501287,136.97758224942618,228.766189051958,186.52338457258122,207.26518049662656,205.21991375113032
labeled-data/sub1_5m/img0037.png,375.5339431035682,127.62931766015163,427.88422480350556,165.95720247617726,428.819051262433,206.15474021005775,261.4851151144189,139.78206162620853,230.63584196981293,188.39303749043614,201.65622174306185,204.28508729220283
labeled-data/sub1_5m/img0038.png,376.46876956249565,134.17310287264382,428.819051262433,173.4358141475969,426.9493983445781,208.9592195868401,268.02890032691107,137.9124087083536,228.766189051958,183.71890519579887,205.3955275787717,198.67612853863812
labeled-data/sub1_5m/img0039.png,370.85981080893094,136.0427557904987,419.47078667315856,169.69650831188704,425.07974542672326,208.02439312791267,266.15924740905615,137.9124087083536,229.70101551088544,183.71890519579887,205.3955275787717,201.48060791542048
labeled-data/sub1_5m/img0040.png,373.6642901857133,138.8472351672811,428.819051262433,170.63133477081453,432.55835709814284,201.48060791542048,272.70303262154835,135.10792933157126,234.37514780552272,185.5885581136538,211.0044863323364,200.54578145649305
labeled-data/sub1_5m/img0041.png,372.7294637267858,130.43379703693398,431.6235306392154,173.4358141475969,432.55835709814284,201.48060791542048,276.44233845725813,138.8472351672811,240.9189330180149,188.39303749043614,212.87413925019132,201.48060791542048
labeled-data/sub1_5m/img0042.png,383.01255477498785,134.17310287264382,426.0145718856507,169.69650831188704,430.68870418028797,202.41543437434797,267.0940738679836,150.999979133338,239.98410655908748,186.52338457258122,211.0044863323364,207.08956666898519
labeled-data/sub1_5m/img0043.png,378.3384224803506,132.3034499547889,424.14491896779583,175.30546706545175,436.2976629338527,208.02439312791267,271.76820616262086,135.10792933157126,233.44032134659528,190.26269040829106,207.26518049662656,203.3502608332754
labeled-data/sub1_5m/img0044.png,383.01255477498785,127.62931766015163,420.405613132086,172.5009876886694,418.535960214231,213.63335188147738,270.8333797036934,139.78206162620853,232.50549488766785,182.78407873687144,206.33035403769912,206.15474021005775
labeled-data/sub1_5m/img0045.png,374.59911664464073,136.97758224942618,414.7966543785213,182.78407873687144,417.6011337553036,219.2423106350421,275.5075119983307,131.36862349586147,231.57066842874036,182.78407873687144,207.26518049662656,203.3502608332754
labeled-data/sub1_5m/img0046.png,371.7946372678584,140.71688808513596,419.47078667315856,176.24029352437924,418.535960214231,222.98161647075193,271.76820616262086,136.97758224942618,234.37514780552272,183.71890519579887,211.93931279126383,201.48060791542048
labeled-data/sub1_5m/img0047.png,378.3384224803506,133.23827641371633,419.47078667315856,178.10994644223416,422.27526604994085,222.0467900118245,270.8333797036934,140.71688808513596,240.9189330180149,191.1975168672185,211.0044863323364,203.3502608332754
labeled-data/sub1_5m/img0048.png,372.7294637267858,135.10792933157126,419.47078667315856,182.78407873687144,422.27526604994085,224.85126938860685,271.76820616262086,139.78206162620853,239.04928010016,185.5885581136538,207.26518049662656,204.28508729220283
labeled-data/sub1_5m/img0049.png,372.7294637267858,132.3034499547889,420.405613132086,183.71890519579887,418.535960214231,222.0467900118245,276.44233845725813,138.8472351672811,241.85375947694234,181.84925227794395,209.13483341448148,203.3502608332754
labeled-data/sub1_5m/img0050.png,371.7946372678584,137.9124087083536,415.7314808374487,184.6537316547263,414.7966543785213,227.6557487653892,274.5726855394032,136.97758224942618,235.3099742644502,186.52338457258122,213.80896570911875,203.3502608332754
