scorer,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon,sub7_4m_spon
bodyparts,leftshoulder,leftshoulder,leftelbow,leftelbow,leftwrist,leftwrist,rightshoulder,rightshoulder,rightelbow,rightelbow,rightwrist,rightwrist
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/sub7_4m_spon_AVI/img0000.png,421.3404395910134,216.43783125825973,456.86384503025664,290.2891215135286,488.64794463379,344.5090561313209,227.83136259303058,243.5477985671559,202.59104820198934,337.03044445990133,226.8965361341031,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0001.png,420.405613132086,210.82887250469503,455.9290185713292,290.2891215135286,484.9086387980803,344.5090561313209,218.48309800375603,245.41745148501082,207.26518049662656,329.55183278848165,218.48309800375603,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0004.png,421.3404395910134,215.5030047993323,458.7334979481115,293.09360089031094,482.1041594212979,350.1180148848856,221.28757738053838,243.5477985671559,204.4607011198442,336.09561800097384,220.35275092161095,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0006.png,425.07974542672326,216.43783125825973,462.47280378382135,294.0284273492384,486.77829171593515,356.66180009737786,227.83136259303058,245.41745148501082,209.13483341448148,326.7473534116993,219.41792446268346,406.2076024205329
labeled-data/sub7_4m_spon_AVI/img0024.png,421.3404395910134,209.8940460457676,459.66832440703905,291.2239479724561,490.517597551645,369.74937052236214,222.2224038394658,251.961236697503,209.13483341448148,340.7697502956111,225.02688321624822,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0033.png,426.0145718856507,211.76369896362246,468.08176253738606,295.89808026709335,478.36485358558804,355.7269736384504,221.28757738053838,242.61297210822846,207.26518049662656,336.09561800097384,222.2224038394658,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0053.png,429.75387772136054,213.63335188147738,459.66832440703905,298.7025596438757,472.75589483202333,365.0752382277249,220.35275092161095,249.15675732072066,211.0044863323364,335.16079154204635,221.28757738053838,409.9469082562427
labeled-data/sub7_4m_spon_AVI/img0072.png,430.68870418028797,213.63335188147738,455.9290185713292,292.1587744313835,472.75589483202333,364.14041176879743,221.28757738053838,243.5477985671559,211.0044863323364,335.16079154204635,223.1572302983933,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0084.png,428.819051262433,213.63335188147738,455.9290185713292,293.09360089031094,463.4076302427488,363.20558530987,221.28757738053838,245.41745148501082,203.52587466091677,329.55183278848165,220.35275092161095,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0088.png,426.9493983445781,212.69852542254995,461.5379773248939,295.89808026709335,468.08176253738606,364.14041176879743,228.766189051958,251.02641023857552,210.06965987340897,337.96527091882876,228.766189051958,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0102.png,426.0145718856507,207.08956666898519,459.66832440703905,298.7025596438757,460.6031508659665,352.922494261668,229.70101551088544,241.67814564930103,214.74379216804618,330.4866592474091,223.1572302983933,410.8817347151702
labeled-data/sub7_4m_spon_AVI/img0105.png,426.9493983445781,212.69852542254995,456.86384503025664,295.89808026709335,456.86384503025664,348.24836196703075,225.02688321624822,240.74331919037354,207.26518049662656,335.16079154204635,223.1572302983933,410.8817347151702
labeled-data/sub7_4m_spon_AVI/img0121.png,426.0145718856507,207.08956666898519,458.7334979481115,280.9408569242541,455.9290185713292,335.16079154204635,222.2224038394658,239.8084927314461,208.20000695555404,327.6821798706268,223.1572302983933,410.8817347151702
labeled-data/sub7_4m_spon_AVI/img0127.png,428.819051262433,212.69852542254995,458.7334979481115,280.0060304653266,449.38523335883707,339.83492383668363,224.09205675732073,245.41745148501082,212.87413925019132,333.2911386241915,224.09205675732073,413.6862140919525
labeled-data/sub7_4m_spon_AVI/img0134.png,422.27526604994085,207.08956666898519,455.9290185713292,278.1363775474717,439.102142310635,356.66180009737786,220.35275092161095,244.48262502608338,204.4607011198442,329.55183278848165,222.2224038394658,415.55586700980746
labeled-data/sub7_4m_spon_AVI/img0157.png,424.14491896779583,209.8940460457676,457.7986714891841,280.9408569242541,450.3200598177645,356.66180009737786,223.1572302983933,242.61297210822846,211.0044863323364,337.96527091882876,220.35275092161095,416.4906934687349
labeled-data/sub7_4m_spon_AVI/img0163.png,420.405613132086,208.02439312791267,456.86384503025664,280.9408569242541,452.18971273561937,360.40110593308765,223.1572302983933,242.61297210822846,211.93931279126383,326.7473534116993,224.09205675732073,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0181.png,426.0145718856507,208.02439312791267,459.66832440703905,275.3318981706893,455.9290185713292,367.8797176045073,219.41792446268346,241.67814564930103,209.13483341448148,327.6821798706268,221.28757738053838,415.55586700980746
labeled-data/sub7_4m_spon_AVI/img0186.png,417.6011337553036,207.08956666898519,453.1245391945468,288.4194685956737,453.1245391945468,380.0324615705642,221.28757738053838,238.87366627251862,209.13483341448148,332.35631216526406,223.1572302983933,411.8165611740976
labeled-data/sub7_4m_spon_AVI/img0202.png,425.07974542672326,221.111963552897,452.18971273561937,308.05082423315025,487.7131181748626,427.7086109758643,217.5482715448286,241.67814564930103,209.13483341448148,329.55183278848165,221.28757738053838,410.8817347151702
labeled-data/sub7_4m_spon_AVI/img0211.png,427.88422480350556,224.85126938860685,466.2121096195312,322.073221117062,514.8230854837587,417.4255199276623,223.1572302983933,243.5477985671559,208.20000695555404,323.94287403491694,229.70101551088544,413.6862140919525
labeled-data/sub7_4m_spon_AVI/img0223.png,425.07974542672326,223.91644292967936,472.75589483202333,294.96325380816586,519.497217778396,380.0324615705642,229.70101551088544,251.02641023857552,214.74379216804618,327.6821798706268,226.8965361341031,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0227.png,441.9066216874174,222.98161647075193,473.69072129095076,290.2891215135286,502.67034151770184,361.33593239201514,229.70101551088544,244.48262502608338,212.87413925019132,326.7473534116993,226.8965361341031,410.8817347151702
labeled-data/sub7_4m_spon_AVI/img0263.png,437.2324893927801,219.2423106350421,469.95141545524103,295.89808026709335,498.931035681992,363.20558530987,233.44032134659528,249.15675732072066,211.0044863323364,327.6821798706268,222.2224038394658,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0279.png,438.16731585170754,218.30748417611466,469.95141545524103,294.0284273492384,478.36485358558804,375.3583292759269,232.50549488766785,242.61297210822846,211.93931279126383,323.0080475759895,238.11445364123256,407.14242887946034
labeled-data/sub7_4m_spon_AVI/img0292.png,434.4280100159978,218.30748417611466,471.8210683730959,303.376691938513,488.64794463379,390.31555261876616,229.70101551088544,244.48262502608338,216.6134450859011,334.2259650831189,237.17962718230507,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0296.png,440.0369687695625,213.63335188147738,469.95141545524103,298.7025596438757,495.19172984628227,370.68419698128963,234.37514780552272,238.87366627251862,225.02688321624822,330.4866592474091,235.3099742644502,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0297.png,440.0369687695625,219.2423106350421,477.4300271266606,294.96325380816586,499.86586214091955,369.74937052236214,231.57066842874036,239.8084927314461,221.28757738053838,325.81252695277186,235.3099742644502,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0302.png,438.16731585170754,214.5681783404048,472.75589483202333,298.7025596438757,495.19172984628227,367.8797176045073,226.8965361341031,241.67814564930103,211.93931279126383,325.81252695277186,221.28757738053838,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0310.png,436.2976629338527,213.63335188147738,473.69072129095076,295.89808026709335,495.19172984628227,357.5966265563053,226.8965361341031,244.48262502608338,206.33035403769912,328.6170063295542,201.65622174306185,407.14242887946034
labeled-data/sub7_4m_spon_AVI/img0320.png,434.4280100159978,216.43783125825973,464.3424567016763,308.9856506920777,469.95141545524103,386.5762467830564,226.8965361341031,241.67814564930103,211.93931279126383,323.0080475759895,201.65622174306185,388.44589970091124
labeled-data/sub7_4m_spon_AVI/img0321.png,440.97179522848995,221.111963552897,463.4076302427488,308.05082423315025,469.0165889963135,385.6414203241289,225.02688321624822,239.8084927314461,212.87413925019132,318.33391528135223,207.26518049662656,388.44589970091124
labeled-data/sub7_4m_spon_AVI/img0328.png,440.0369687695625,219.2423106350421,472.75589483202333,299.63738610280313,490.517597551645,373.488676358072,227.83136259303058,243.5477985671559,207.26518049662656,323.0080475759895,210.06965987340897,390.31555261876616
labeled-data/sub7_4m_spon_AVI/img0336.png,440.97179522848995,218.30748417611466,472.75589483202333,293.09360089031094,491.45242401057243,373.488676358072,229.70101551088544,247.28710440286574,210.06965987340897,326.7473534116993,243.72341239479726,400.5986436669682
labeled-data/sub7_4m_spon_AVI/img0343.png,437.2324893927801,220.17713709396958,477.4300271266606,293.09360089031094,492.38725046949986,379.0976351116367,228.766189051958,239.8084927314461,220.35275092161095,325.81252695277186,251.2020240662169,401.53347012589563
labeled-data/sub7_4m_spon_AVI/img0347.png,438.16731585170754,221.111963552897,472.75589483202333,295.89808026709335,487.7131181748626,382.83694094734653,229.70101551088544,249.15675732072066,219.41792446268346,326.7473534116993,248.39754468943454,407.14242887946034
labeled-data/sub7_4m_spon_AVI/img0358.png,440.0369687695625,215.5030047993323,467.1469360784586,294.0284273492384,489.58277109271756,381.9021144884191,231.57066842874036,242.61297210822846,220.35275092161095,324.8777004938444,250.26719760728946,408.0772553383878
labeled-data/sub7_4m_spon_AVI/img0363.png,441.9066216874174,218.30748417611466,472.75589483202333,301.50703902065806,489.58277109271756,380.96728802949167,231.57066842874036,244.48262502608338,217.5482715448286,329.55183278848165,234.37514780552272,418.36034638658975
labeled-data/sub7_4m_spon_AVI/img0375.png,444.7111010641998,219.2423106350421,477.4300271266606,303.376691938513,484.9086387980803,380.0324615705642,228.766189051958,241.67814564930103,212.87413925019132,325.81252695277186,206.33035403769912,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0378.png,445.6459275231272,219.2423106350421,480.234506503443,306.18117131529533,483.97381233915274,376.2931557348544,224.09205675732073,240.74331919037354,211.0044863323364,325.81252695277186,199.78656882520693,418.36034638658975
labeled-data/sub7_4m_spon_AVI/img0388.png,440.97179522848995,213.63335188147738,470.88624191416847,298.7025596438757,480.234506503443,374.4235028169994,225.02688321624822,239.8084927314461,209.13483341448148,332.35631216526406,221.28757738053838,409.9469082562427
labeled-data/sub7_4m_spon_AVI/img0390.png,436.2976629338527,213.63335188147738,468.08176253738606,299.63738610280313,478.36485358558804,375.3583292759269,222.2224038394658,241.67814564930103,211.0044863323364,325.81252695277186,223.1572302983933,407.14242887946034
labeled-data/sub7_4m_spon_AVI/img0396.png,437.2324893927801,220.17713709396958,464.3424567016763,305.24634485636784,466.2121096195312,377.2279821937818,219.41792446268346,240.74331919037354,208.20000695555404,323.94287403491694,232.50549488766785,400.5986436669682
labeled-data/sub7_4m_spon_AVI/img0413.png,440.0369687695625,218.30748417611466,471.8210683730959,309.9204771510051,466.2121096195312,382.83694094734653,223.1572302983933,238.87366627251862,211.93931279126383,325.81252695277186,226.8965361341031,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0422.png,440.0369687695625,219.2423106350421,470.88624191416847,304.3115183974404,473.69072129095076,380.0324615705642,227.83136259303058,241.67814564930103,212.87413925019132,327.6821798706268,222.2224038394658,409.0120817973152
labeled-data/sub7_4m_spon_AVI/img0425.png,438.16731585170754,214.5681783404048,469.0165889963135,301.50703902065806,481.16933296237045,377.2279821937818,229.70101551088544,246.35227794393825,211.93931279126383,328.6170063295542,221.28757738053838,413.6862140919525
labeled-data/sub7_4m_spon_AVI/img0434.png,434.4280100159978,216.43783125825973,471.8210683730959,287.48464213674623,498.931035681992,371.6190234402171,220.35275092161095,241.67814564930103,208.20000695555404,325.81252695277186,204.4607011198442,412.75138763302505
labeled-data/sub7_4m_spon_AVI/img0453.png,427.88422480350556,209.8940460457676,470.88624191416847,290.2891215135286,502.67034151770184,371.6190234402171,220.35275092161095,241.67814564930103,203.52587466091677,323.94287403491694,214.74379216804618,408.0772553383878
