scorer,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI,sub8_5m_spon_AVI
bodyparts,leftshoulder,leftshoulder,leftelbow,leftelbow,leftwrist,leftwrist,rightshoulder,rightshoulder,rightelbow,rightelbow,rightwrist,rightwrist
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/sub8_5m_spon_AVI/img0002.png,456.86384503025664,218.30748417611466,496.1265563052097,288.4194685956737,481.16933296237045,371.6190234402171,280.181644292968,263.1791542046324,280.181644292968,330.4866592474091,304.4871322250817,373.488676358072
labeled-data/sub8_5m_spon_AVI/img0009.png,456.86384503025664,219.2423106350421,495.19172984628227,288.4194685956737,483.0389858802253,368.8145440634347,279.2468178340405,262.244327745705,279.2468178340405,332.35631216526406,308.22643806079157,377.2279821937818
labeled-data/sub8_5m_spon_AVI/img0042.png,461.5379773248939,217.37265771718722,501.7355150587744,292.1587744313835,488.64794463379,370.68419698128963,281.1164707518954,273.4622452528344,283.92095012867776,332.35631216526406,305.4219586840092,375.3583292759269
labeled-data/sub8_5m_spon_AVI/img0051.png,457.7986714891841,221.111963552897,500.800688599847,286.5498156778188,481.16933296237045,371.6190234402171,277.37716491618556,265.04880712248735,281.1164707518954,332.35631216526406,297.9433470125896,381.9021144884191
labeled-data/sub8_5m_spon_AVI/img0073.png,457.7986714891841,222.98161647075193,488.64794463379,280.9408569242541,479.2996800445156,370.68419698128963,277.37716491618556,259.43984836892264,280.181644292968,322.073221117062,301.68265284829937,380.96728802949167
labeled-data/sub8_5m_spon_AVI/img0100.png,457.7986714891841,228.59057522431664,494.2569033873547,285.6149892188913,481.16933296237045,367.8797176045073,280.181644292968,263.1791542046324,282.9861236697503,330.4866592474091,306.35678514293664,377.2279821937818
labeled-data/sub8_5m_spon_AVI/img0112.png,458.7334979481115,222.0467900118245,490.517597551645,285.6149892188913,479.2996800445156,364.14041176879743,275.5075119983307,263.1791542046324,281.1164707518954,336.09561800097384,304.4871322250817,381.9021144884191
labeled-data/sub8_5m_spon_AVI/img0136.png,460.6031508659665,225.78609584753428,492.38725046949986,281.8756833831815,484.9086387980803,371.6190234402171,278.31199137511305,262.244327745705,286.7254295054601,323.94287403491694,297.9433470125896,380.96728802949167
labeled-data/sub8_5m_spon_AVI/img0157.png,458.7334979481115,222.0467900118245,492.38725046949986,286.5498156778188,481.16933296237045,366.94489114557985,278.31199137511305,261.30950128677756,282.05129721082284,335.16079154204635,304.4871322250817,376.2931557348544
labeled-data/sub8_5m_spon_AVI/img0169.png,458.7334979481115,230.46022814217156,493.3220769284273,285.6149892188913,483.0389858802253,366.94489114557985,277.37716491618556,263.1791542046324,278.31199137511305,327.6821798706268,308.22643806079157,376.2931557348544
labeled-data/sub8_5m_spon_AVI/img0176.png,458.7334979481115,214.5681783404048,493.3220769284273,282.81050984210896,481.16933296237045,360.40110593308765,278.31199137511305,257.5701954510677,282.05129721082284,323.94287403491694,309.161264519719,375.3583292759269
labeled-data/sub8_5m_spon_AVI/img0180.png,451.25488627669193,217.37265771718722,491.45242401057243,284.6801627599639,475.56037420880574,360.40110593308765,279.2468178340405,262.244327745705,281.1164707518954,323.94287403491694,304.4871322250817,377.2279821937818
labeled-data/sub8_5m_spon_AVI/img0207.png,451.25488627669193,219.2423106350421,493.3220769284273,281.8756833831815,477.4300271266606,366.01006468665236,273.6378590804758,264.1139806635599,280.181644292968,323.94287403491694,304.4871322250817,368.8145440634347
labeled-data/sub8_5m_spon_AVI/img0224.png,452.18971273561937,226.72092230646172,491.45242401057243,280.9408569242541,475.56037420880574,363.20558530987,275.5075119983307,257.5701954510677,277.37716491618556,325.81252695277186,301.68265284829937,376.2931557348544
labeled-data/sub8_5m_spon_AVI/img0246.png,451.25488627669193,218.30748417611466,486.77829171593515,282.81050984210896,479.2996800445156,361.33593239201514,273.6378590804758,258.50502190999515,282.05129721082284,325.81252695277186,296.07369409473466,379.0976351116367
labeled-data/sub8_5m_spon_AVI/img0254.png,446.58075398205466,222.98161647075193,490.517597551645,285.6149892188913,495.19172984628227,360.40110593308765,276.44233845725813,262.244327745705,278.31199137511305,326.7473534116993,311.96574389650135,379.0976351116367
labeled-data/sub8_5m_spon_AVI/img0257.png,451.25488627669193,224.85126938860685,494.2569033873547,273.4622452528344,519.497217778396,351.0528413438131,275.5075119983307,263.1791542046324,280.181644292968,332.35631216526406,300.74782638937194,369.74937052236214
labeled-data/sub8_5m_spon_AVI/img0267.png,447.5155804409821,225.78609584753428,497.06138276413714,270.65776587605205,517.627564860541,326.7473534116993,270.8333797036934,259.43984836892264,273.6378590804758,326.7473534116993,266.15924740905615,337.03044445990133
labeled-data/sub8_5m_spon_AVI/img0270.png,442.8414481463448,220.17713709396958,494.2569033873547,269.7229394171246,497.06138276413714,323.0080475759895,270.8333797036934,261.30950128677756,268.9637267858385,317.39908882242474,260.55028865549144,339.83492383668363
labeled-data/sub8_5m_spon_AVI/img0280.png,440.0369687695625,221.111963552897,489.58277109271756,277.20155108854425,492.38725046949986,325.81252695277186,268.02890032691107,257.5701954510677,267.0940738679836,309.9204771510051,254.00650344299925,330.4866592474091
labeled-data/sub8_5m_spon_AVI/img0283.png,430.68870418028797,226.72092230646172,485.8434652570077,270.65776587605205,484.9086387980803,333.2911386241915,267.0940738679836,256.6353689921403,268.02890032691107,315.5294359045699,250.26719760728946,340.7697502956111
labeled-data/sub8_5m_spon_AVI/img0291.png,440.97179522848995,217.37265771718722,497.06138276413714,266.91846004034227,541.9330527926548,335.16079154204635,269.89855324476594,251.02641023857552,270.8333797036934,323.94287403491694,277.37716491618556,387.5110732419838
labeled-data/sub8_5m_spon_AVI/img0297.png,440.0369687695625,219.2423106350421,497.99620922306457,265.04880712248735,548.476838005147,332.35631216526406,268.9637267858385,251.02641023857552,272.70303262154835,311.79013006886004,273.6378590804758,356.66180009737786
labeled-data/sub8_5m_spon_AVI/img0305.png,443.77627460527225,234.19953397788134,500.800688599847,273.4622452528344,555.0206232176392,319.26874174027967,268.9637267858385,250.0915837796481,268.9637267858385,305.24634485636784,279.2468178340405,334.2259650831189
labeled-data/sub8_5m_spon_AVI/img0306.png,442.8414481463448,226.72092230646172,500.800688599847,271.59259233497954,555.0206232176392,320.20356819920715,269.89855324476594,251.961236697503,274.5726855394032,315.5294359045699,276.44233845725813,330.4866592474091
labeled-data/sub8_5m_spon_AVI/img0317.png,448.4504068999095,227.6557487653892,497.99620922306457,282.81050984210896,551.2813173819294,343.57422967239347,272.70303262154835,251.961236697503,275.5075119983307,311.79013006886004,265.2244209501287,317.39908882242474
labeled-data/sub8_5m_spon_AVI/img0320.png,447.5155804409821,225.78609584753428,497.06138276413714,285.6149892188913,544.7375321694373,355.7269736384504,272.70303262154835,255.7005425332128,276.44233845725813,317.39908882242474,266.15924740905615,323.0080475759895
labeled-data/sub8_5m_spon_AVI/img0330.png,445.6459275231272,224.85126938860685,496.1265563052097,288.4194685956737,540.0633998748,363.20558530987,274.5726855394032,252.89606315643044,281.1164707518954,313.65978298671496,274.5726855394032,323.94287403491694
labeled-data/sub8_5m_spon_AVI/img0351.png,441.9066216874174,230.46022814217156,497.06138276413714,289.35429505460115,535.3892675801627,361.33593239201514,270.8333797036934,251.961236697503,283.92095012867776,313.65978298671496,272.70303262154835,323.94287403491694
labeled-data/sub8_5m_spon_AVI/img0356.png,444.7111010641998,225.78609584753428,497.99620922306457,286.5498156778188,531.6499617444529,355.7269736384504,272.70303262154835,254.76571607428536,277.37716491618556,310.8553036099326,265.2244209501287,318.33391528135223
labeled-data/sub8_5m_spon_AVI/img0363.png,449.38523335883707,222.0467900118245,497.06138276413714,286.5498156778188,527.910655908743,339.83492383668363,273.6378590804758,254.76571607428536,268.9637267858385,322.073221117062,268.02890032691107,319.26874174027967
labeled-data/sub8_5m_spon_AVI/img0368.png,447.5155804409821,222.0467900118245,497.99620922306457,280.0060304653266,523.2365236141057,342.63940321346604,277.37716491618556,259.43984836892264,277.37716491618556,305.24634485636784,262.4199415733463,318.33391528135223
labeled-data/sub8_5m_spon_AVI/img0379.png,447.5155804409821,222.98161647075193,503.6051679766293,271.59259233497954,531.6499617444529,334.2259650831189,269.89855324476594,250.0915837796481,272.70303262154835,304.3115183974404,258.6806357376365,313.65978298671496
labeled-data/sub8_5m_spon_AVI/img0383.png,446.58075398205466,222.98161647075193,501.7355150587744,270.65776587605205,525.1061765319607,336.09561800097384,270.8333797036934,251.02641023857552,276.44233845725813,313.65978298671496,260.55028865549144,320.20356819920715
labeled-data/sub8_5m_spon_AVI/img0388.png,443.77627460527225,222.98161647075193,496.1265563052097,272.527418793907,512.0186061069763,341.7045767545386,266.15924740905615,242.61297210822846,270.8333797036934,300.5722125617306,252.13685052514433,309.9204771510051
labeled-data/sub8_5m_spon_AVI/img0400.png,443.77627460527225,220.17713709396958,497.06138276413714,273.4622452528344,509.214126730194,343.57422967239347,270.8333797036934,250.0915837796481,273.6378590804758,307.11599777422276,259.61546219656395,316.4642623634973
labeled-data/sub8_5m_spon_AVI/img0415.png,446.58075398205466,225.78609584753428,494.2569033873547,277.20155108854425,503.6051679766293,356.66180009737786,273.6378590804758,249.15675732072066,273.6378590804758,313.65978298671496,257.7458092787091,325.81252695277186
labeled-data/sub8_5m_spon_AVI/img0424.png,445.6459275231272,221.111963552897,488.64794463379,273.4622452528344,497.99620922306457,349.1831884259582,268.9637267858385,249.15675732072066,269.89855324476594,311.79013006886004,259.61546219656395,325.81252695277186
labeled-data/sub8_5m_spon_AVI/img0438.png,444.7111010641998,222.0467900118245,500.800688599847,271.59259233497954,491.45242401057243,340.7697502956111,266.15924740905615,247.28710440286574,275.5075119983307,315.5294359045699,262.4199415733463,315.5294359045699
labeled-data/sub8_5m_spon_AVI/img0444.png,442.8414481463448,220.17713709396958,492.38725046949986,273.4622452528344,490.517597551645,347.3135355081033,268.02890032691107,247.28710440286574,274.5726855394032,311.79013006886004,260.55028865549144,302.4418654795855
labeled-data/sub8_5m_spon_AVI/img0454.png,440.0369687695625,217.37265771718722,492.38725046949986,258.50502190999515,500.800688599847,331.42148570633657,265.2244209501287,249.15675732072066,267.0940738679836,326.7473534116993,246.52789177157962,330.4866592474091
labeled-data/sub8_5m_spon_AVI/img0458.png,441.9066216874174,219.2423106350421,499.86586214091955,263.1791542046324,506.4096473534117,330.4866592474091,268.02890032691107,250.0915837796481,278.31199137511305,318.33391528135223,246.52789177157962,338.9000973777562
labeled-data/sub8_5m_spon_AVI/img0461.png,440.97179522848995,221.111963552897,495.19172984628227,269.7229394171246,500.800688599847,338.9000973777562,265.2244209501287,249.15675732072066,274.5726855394032,309.9204771510051,253.07167698407181,313.65978298671496
labeled-data/sub8_5m_spon_AVI/img0467.png,440.97179522848995,220.17713709396958,489.58277109271756,267.8532864992697,514.8230854837587,327.6821798706268,268.02890032691107,251.961236697503,270.8333797036934,305.24634485636784,251.2020240662169,301.50703902065806
labeled-data/sub8_5m_spon_AVI/img0468.png,440.97179522848995,217.37265771718722,492.38725046949986,270.65776587605205,517.627564860541,325.81252695277186,268.02890032691107,248.22193086179317,269.89855324476594,301.50703902065806,250.26719760728946,306.18117131529533
labeled-data/sub8_5m_spon_AVI/img0491.png,437.2324893927801,221.111963552897,503.6051679766293,271.59259233497954,576.5216317729706,340.7697502956111,268.02890032691107,251.961236697503,269.89855324476594,309.9204771510051,255.87615636085417,331.42148570633657
labeled-data/sub8_5m_spon_AVI/img0495.png,433.49318355707027,225.78609584753428,500.800688599847,272.527418793907,568.1081936426235,346.3787090491758,268.9637267858385,250.0915837796481,272.70303262154835,305.24634485636784,266.15924740905615,337.03044445990133
